ParkName,State,partySize,BookingType,RateType,Equipment
Laurie,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,NY ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT40ft
Caribou Munroes,QC ,6,CampsitePermit,Full,LT30ft
Whycocomagh,CO ,2,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Senior,LT20ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,MN ,2,CampsitePermit,Full,ST
Ellenwood Lake,MA ,2,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,ON ,1,CampsitePermit,Senior,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Battery,ON ,3,CampsitePermit,Senior,LT30ft
Amherst Shore,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,Tents
Thomas Raddall,NS ,4,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,AB ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Five Islands,OH ,2,CampsitePermit,Full,ST
Mira River,BC ,2,CampsitePermit,Senior,LT40ft
Porters Lake,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,NB ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Amherst Shore,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT40ft
Boylston,NS ,2,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,5,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,3,CampsitePermit,Full,LT30ft
Mira River,NS ,4,CampsitePermit,Full,LT30ft
Five Islands,NB ,2,CampsitePermit,Full,ST
Graves Island,SWITZERLAND ,1,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,3,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,6,CampsitePermit,Full,LT20ft
Blomidon,NS ,5,CampsitePermit,Full,LT20ft
Amherst Shore,AB ,2,CampsitePermit,Full,LT30ft
Mira River,QC ,2,CampsitePermit,Senior,LT20ft
Whycocomagh,QC ,2,CampsitePermit,Full,LT40ft
Mira River,NS ,5,CampsitePermit,Full,LT30ft
Amherst Shore,ON ,2,CampsitePermit,Senior,LT30ft
Whycocomagh,MD ,2,CampsitePermit,Full,LT20ft
Battery,ON ,2,CampsitePermit,Full,LT30ft
Smileys,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT40ft
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Valleyview,ON ,3,CampsitePermit,Full,Tents
Battery,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
The Islands,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,ON ,4,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,1,CampsitePermit,Full,LT20ft
Amherst Shore,GERMANY ,2,CampsitePermit,Senior,LT20ft
Amherst Shore,PE ,5,CampsitePermit,Full,LT30ft
Battery,BC ,2,CampsitePermit,Full,ST
Blomidon,NC ,4,CampsitePermit,Full,LT30ft
Blomidon,QC ,1,CampsitePermit,Full,ST
Whycocomagh,GERMANY ,1,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Senior,LT30ft
Salsman,NS ,3,CampsitePermit,Full,Tents
Cape Chignecto,FL ,3,BackcountryPermit,Full,Cabin
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NORWAY ,5,CampsitePermit,Full,ST
Blomidon,NC ,1,CampsitePermit,Senior,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,3,CampsitePermit,Senior,LT20ft
Graves Island,NB ,2,CampsitePermit,Full,ST
Graves Island,QC ,3,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,NS ,3,CampsitePermit,Senior,ST
Thomas Raddall,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,PA ,2,CampsitePermit,Full,LT20ft
Laurie,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,SK ,6,CampsitePermit,Full,LT20ft
Mira River,NS ,2,CampsitePermit,Full,ST
Whycocomagh,PA ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,ST
Five Islands,NB ,6,CampsitePermit,Full,Tents
Battery,NS ,6,CampsitePermit,Full,LT20ft
Graves Island,ON ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Senior,LT30ft
Mira River,QC ,4,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,6,CampsitePermit,Full,LT20ft
Blomidon,NS ,2,CampsitePermit,Veteran,ST
Salsman,ME ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Blomidon,SWITZERLAND ,2,CampsitePermit,Full,LT30ft
Porters Lake,ON ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,2,CampsitePermit,Full,LT20ft
The Islands,NS ,2,CampsitePermit,Full,ST
Boylston,GERMANY ,2,CampsitePermit,Full,LT20ft
The Islands,BC ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Mira River,QC ,4,CampsitePermit,Full,LT20ft
Mira River,NS ,5,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT20ft
Rissers Beach,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT40ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,FL ,2,CampsitePermit,Full,Greater than 40ft
Laurie,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,3,CampsitePermit,Full,Tents
Valleyview,QC ,2,CampsitePermit,Full,ST
Battery,TN ,2,CampsitePermit,Full,ST
Amherst Shore,NB ,2,CampsitePermit,Full,LT30ft
Thomas Raddall,NB ,4,CampsitePermit,Senior,LT20ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Salsman,NS ,5,CampsitePermit,Full,Tents
Mira River,CT ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Graves Island,MI ,1,CampsitePermit,Full,ST
Laurie,ON ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,ST
Blomidon,NETHERLANDS ,3,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Senior,LT30ft
Graves Island,NS ,2,CampsitePermit,Full,LT20ft
Cape Chignecto,NB ,4,BackcountryPermit,Full,Cabin
Rissers Beach,NS ,5,CampsitePermit,Full,LT30ft
Whycocomagh,QC ,1,CampsitePermit,Senior,ST
Laurie,GERMANY ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,ON ,2,CampsitePermit,Full,LT30ft
Five Islands,NC ,1,CampsitePermit,Senior,LT20ft
Porters Lake,ON ,2,CampsitePermit,Veteran,LT20ft
Mira River,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT40ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Blomidon,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT20ft
Smileys,QC ,3,CampsitePermit,Full,Tents
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
The Islands,GERMANY ,2,CampsitePermit,Full,LT30ft
Rissers Beach,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,AB ,2,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,ST
Whycocomagh,ON ,3,CampsitePermit,Full,Tents
Ellenwood Lake,BC ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT40ft
Caribou Munroes,SWITZERLAND ,4,CampsitePermit,Full,LT30ft
Porters Lake,NS ,5,CampsitePermit,Full,Tents
Battery,NS ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,5,CampsitePermit,Full,LT40ft
Whycocomagh,ON ,1,CampsitePermit,Full,ST
Rissers Beach,NB ,4,CampsitePermit,Full,LT20ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Amherst Shore,WA ,3,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT40ft
Five Islands,ON ,2,CampsitePermit,Senior,LT40ft
Rissers Beach,NS ,2,CampsitePermit,Senior,ST
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Graves Island,ON ,3,CampsitePermit,Full,ST
Mira River,QC ,3,CampsitePermit,Senior,LT20ft
Smileys,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,3,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Graves Island,NS ,3,CampsitePermit,Full,LT20ft
Graves Island,NS ,1,CampsitePermit,Senior,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT40ft
Dollar Lake,NS ,3,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT20ft
Graves Island,NS ,6,CampsitePermit,Senior,LT30ft
Battery,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NY ,2,CampsitePermit,Full,ST
Valleyview,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Five Islands,MA ,2,CampsitePermit,Senior,LT20ft
Five Islands,PA ,2,CampsitePermit,Senior,LT20ft
Whycocomagh,NL ,2,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,LT20ft
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Senior,ST
Amherst Shore,ON ,4,CampsitePermit,Full,LT20ft
Caribou Munroes,MI ,1,CampsitePermit,Full,LT20ft
Blomidon,ON ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT40ft
Whycocomagh,VA ,2,CampsitePermit,Senior,LT20ft
Mira River,NS ,6,CampsitePermit,Full,LT20ft
Battery,NS ,2,CampsitePermit,Senior,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Five Islands,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT30ft
Smileys,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,2,CampsitePermit,Senior,LT20ft
Smileys,NS ,4,CampsitePermit,Full,LT30ft
Valleyview,NS ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Senior,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT20ft
Smileys,NS ,4,CampsitePermit,Full,Tents
Graves Island,QC ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Salsman,NS ,6,CampsitePermit,Full,LT30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Amherst Shore,NB ,5,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Five Islands,GERMANY ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,Tents
The Islands,NS ,4,CampsitePermit,Full,Tents
Battery,ON ,2,CampsitePermit,Full,LT20ft
Five Islands,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,1,CampsitePermit,Senior,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT30ft
Porters Lake,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Five Islands,IL ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT40ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT30ft
The Islands,QC ,3,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,4,CampsitePermit,Full,ST
Amherst Shore,NS ,4,CampsitePermit,Full,ST
Laurie,QC ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,LT20ft
Smileys,MA ,2,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NB ,2,CampsitePermit,Full,ST
Amherst Shore,MA ,2,CampsitePermit,Senior,LT20ft
Whycocomagh,NS ,3,CampsitePermit,Full,ST
Five Islands,NS ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Senior,Tents
Caribou Munroes,ON ,2,CampsitePermit,Senior,ST
Whycocomagh,VA ,2,CampsitePermit,Full,ST
The Islands,NS ,4,CampsitePermit,Senior,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
The Islands,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,1,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Battery,NS ,4,CampsitePermit,Full,LT20ft
Five Islands,NS ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Blomidon,NS ,1,CampsitePermit,Senior,ST
Battery,NS ,2,CampsitePermit,Full,ST
Porters Lake,QC ,1,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Smileys,NS ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Laurie,MA ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Whycocomagh,ON ,6,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
The Islands,ON ,1,CampsitePermit,Full,ST
Smileys,NS ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,1,CampsitePermit,Full,ST
Whycocomagh,NS ,2,YurtPermit,Full,Tents
Mira River,NS ,5,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,ST
Whycocomagh,AL ,2,CampsitePermit,Veteran,LT30ft
Whycocomagh,ON ,3,CampsitePermit,Full,LT30ft
Blomidon,PA ,2,CampsitePermit,Full,ST
The Islands,GERMANY ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,4,CampsitePermit,Full,Greater than 40ft
Valleyview,NY ,1,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,QC ,2,CampsitePermit,Senior,LT20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT20ft
Mira River,NS ,3,CampsitePermit,Full,ST
Whycocomagh,GERMANY ,3,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Whycocomagh,ID ,2,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,ST
Porters Lake,NJ ,4,CampsitePermit,Full,LT30ft
Thomas Raddall,NB ,3,CampsitePermit,Full,ST
Graves Island,ME ,1,CampsitePermit,Full,ST
Blomidon,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,6,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,FULL,LT20ft
Five Islands,NS ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Salsman,ON ,2,CampsitePermit,Full,ST
Thomas Raddall,TN ,2,CampsitePermit,Senior,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Amherst Shore,MD ,2,CampsitePermit,Senior,LT30ft
Ellenwood Lake,ON ,2,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT30ft
Porters Lake,NS ,6,CampsitePermit,Senior,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,GERMANY ,2,CampsitePermit,Full,LT20ft
Mira River,ON ,2,CampsitePermit,Full,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,ON ,2,CampsitePermit,Senior,LT40ft
Dollar Lake,NS ,2,CampsitePermit,Senior,LT20ft
Porters Lake,ON ,2,CampsitePermit,Full,LT20ft
Graves Island,NS ,2,CampsitePermit,Full,LT30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NY ,3,CampsitePermit,Full,LT40ft
Graves Island,NS ,3,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,LT20ft
Amherst Shore,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,AB ,1,CampsitePermit,Full,ST
Smileys,NS ,3,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Senior,LT40ft
Cape Chignecto,PE ,2,BackcountryPermit,Full,ST
Battery,UK,1,CampsitePermit,Full,ST
Amherst Shore,MA ,1,CampsitePermit,Full,LT20ft
Blomidon,NS ,5,CampsitePermit,Full,Tents
The Islands,NS ,2,CampsitePermit,Full,LT20ft
Mira River,KY ,1,CampsitePermit,Senior,LT20ft
Mira River,QC ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,FULL,LT30ft
Rissers Beach,ON ,2,CampsitePermit,Full,LT20ft
Salsman,NS ,3,CampsitePermit,Full,LT30ft
Mira River,BC ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,LT20ft
Salsman,NS ,2,CampsitePermit,Senior,LT30ft
Rissers Beach,QC ,2,CampsitePermit,Senior,LT20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT30ft
Mira River,QC ,2,CampsitePermit,Senior,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT20ft
Whycocomagh,NB ,2,YurtPermit,Full,Tents
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Cape Chignecto,TN ,2,BackcountryPermit,Full,ST
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,Tents
Blomidon,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Blomidon,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,6,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,ON ,2,CampsitePermit,Senior,ST
Laurie,GERMANY ,5,CampsitePermit,Full,LT30ft
Boylston,NS ,2,CampsitePermit,Full,LT20ft
Porters Lake,QC ,2,CampsitePermit,Full,LT20ft
Mira River,NH ,3,CampsitePermit,Senior,LT40ft
Dollar Lake,NS ,1,CampsitePermit,Full,LT20ft
Battery,ON ,2,CampsitePermit,Senior,ST
Graves Island,ON ,2,CampsitePermit,Senior,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,ST
The Islands,ON ,2,CampsitePermit,Full,LT20ft
Blomidon,NS ,6,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Battery,SWITZERLAND ,3,CampsitePermit,Full,LT30ft
Whycocomagh,ISLE OF MAN ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NU ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,5,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,5,CampsitePermit,Full,ST
Cape Chignecto,NS ,4,BackcountryPermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT30ft
Laurie,NS ,5,CampsitePermit,Full,ST
Thomas Raddall,QC ,2,CampsitePermit,Senior,LT20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Whycocomagh,QC ,3,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,6,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Mira River,NB ,6,CampsitePermit,Full,LT20ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,LT20ft
Graves Island,MI ,2,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,QC ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,1,CampsitePermit,Full,LT20ft
Caribou Munroes,TX ,1,CampsitePermit,Senior,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Salsman,SC ,2,CampsitePermit,Senior,LT40ft
Laurie,NS ,3,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT30ft
Rissers Beach,NS ,3,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Mira River,BC ,2,CampsitePermit,Senior,ST
Whycocomagh,MA ,2,CampsitePermit,Senior,LT30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,UT ,1,CampsitePermit,Host,LT20ft
Five Islands,NS ,4,CampsitePermit,Senior,LT20ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,Tents
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,2,CampsitePermit,Senior,LT30ft
Whycocomagh,CZECH REPUBLIC ,2,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT30ft
Mira River,AB ,2,CampsitePermit,Senior,ST
Mira River,NS ,2,CampsitePermit,Full,ST
The Islands,CT ,2,CampsitePermit,Senior,LT20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,ST
Porters Lake,QC ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT30ft
Porters Lake,NS ,2,CampsitePermit,Full,LT20ft
Amherst Shore,ON ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,MA ,2,CampsitePermit,Full,Tents
Blomidon,BC ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT20ft
Smileys,NS ,2,CampsitePermit,Full,LT30ft
Five Islands,NS ,2,CampsitePermit,Senior,ST
Blomidon,NS ,1,CampsitePermit,Full,ST
Blomidon,ON ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT40ft
Laurie,NS ,3,CampsitePermit,Full,LT20ft
Porters Lake,NS ,4,CampsitePermit,Full,Tents
The Islands,NS ,5,CampsitePermit,Full,LT20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Battery,FL ,2,CampsitePermit,Full,ST
Smileys,NS ,6,CampsitePermit,Full,Tents
Graves Island,QC ,1,CampsitePermit,Full,ST
Rissers Beach,QC ,2,CampsitePermit,Full,LT20ft
Mira River,ON ,5,CampsitePermit,Full,LT20ft
Battery,FL ,2,CampsitePermit,Senior,LT40ft
The Islands,QC ,2,CampsitePermit,Full,LT20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
